ID,Canal,timestamp,Impressoes Disponiveis,Consultas Correspondentes,Impressoes,Cliques,Gasto,Conversao
ADSXJ0006938,Canal5,2023-10-09 00:00:00,732542,487427,375326,1288,573.8623561313407,19
ADSXJ0006939,Canal5,2023-12-18 15:00:00,1248638,806898,624225,3346,1490.233688464454,47
ADSXJ0006940,Canal5,2023-11-09 03:00:00,748074,302213,223237,989,440.4380633650602,31
ADSXJ0006941,Canal5,2023-11-14 10:00:00,1125414,679358,524869,2811,1251.580369280646,84
ADSXJ0006942,Canal5,2023-10-04 13:00:00,821865,582696,447303,2559,1139.600113639159,73
ADSXJ0006943,Canal5,2023-10-08 12:00:00,1044740,642237,491365,2981,1327.370022152344,55
ADSXJ0006944,Canal5,2023-10-12 00:00:00,1747333,913280,701273,2557,1138.10721007628,83
ADSXJ0006945,Canal3,2023-12-09 19:00:00,10149750,4925303,3885469,10302,4584.395903735679,259
ADSXJ0006946,Canal5,2023-10-07 05:00:00,208420,132216,101015,358,159.4916093816592,8
ADSXJ0006947,Canal3,2023-10-24 22:00:00,7736741,5972047,4706846,12204,5428.768742187371,214
ADSXJ0006948,Canal5,2023-11-17 11:00:00,999800,628214,484376,2694,1197.894325598691,69
ADSXJ0006949,Canal5,2023-10-22 08:00:00,1406365,949137,726422,5298,2355.466130549782,62
ADSXJ0006950,Canal3,2023-11-08 20:00:00,8258699,5631411,4446361,11826,5257.94159553871,294
ADSXJ0006951,Canal3,2023-12-20 23:00:00,8252227,4767556,3761150,10252,4557.818064097983,320
ADSXJ0006952,Canal3,2023-11-03 19:00:00,6443344,4517088,3551643,9715,4319.085030953544,111
ADSXJ0006953,Canal3,2023-12-19 23:00:00,8302540,4956098,3916114,10183,4526.992511295965,142
ADSXJ0006954,Canal3,2023-12-10 21:00:00,13098105,6498939,5126749,13529,6014.362868103332,423
ADSXJ0006955,Canal5,2023-10-20 08:00:00,1548101,1053816,818899,6083,2703.765611534229,68
ADSXJ0006956,Canal5,2023-11-17 05:00:00,707407,379776,283473,1205,535.7502554105588,38
ADSXJ0006957,Canal5,2023-12-20 13:00:00,2385267,1200228,917887,4598,2043.751459222939,115
ADSXJ0006958,Canal5,2023-12-22 09:00:00,2707711,1459899,1117787,6135,2726.50486098777,86
ADSXJ0006959,Canal5,2023-11-27 11:00:00,1123304,723857,560231,3147,1398.399006523361,58
ADSXJ0006960,Canal3,2023-11-23 20:00:00,7981979,5512326,4354196,12650,5620.549382194239,223
ADSXJ0006961,Canal5,2023-10-28 06:00:00,538094,352327,270560,1751,777.7439773866907,31
ADSXJ0006962,Canal3,2023-12-09 18:00:00,9784194,4770978,3764992,9902,4398.761047198176,308
ADSXJ0006963,Canal5,2023-12-11 10:00:00,2158524,1117739,845124,4354,1933.862273541146,63
ADSXJ0006964,Canal5,2023-10-13 06:00:00,1115084,549166,419822,2579,1145.490688269541,49
ADSXJ0006965,Canal5,2023-10-29 00:00:00,861369,607951,469335,1771,786.6645472890253,44
ADSXJ0006966,Canal5,2023-10-05 05:00:00,825958,376221,284053,969,430.3984112304482,15
ADSXJ0006967,Canal5,2023-11-23 08:00:00,2103862,1196342,905428,4943,2194.463414828791,54
ADSXJ0006968,Canal3,2023-12-03 20:00:00,9118641,5552043,4393470,12352,5483.916128441484,215
ADSXJ0006969,Canal5,2023-10-03 14:00:00,804156,531300,403862,2336,1037.13746213024,68
ADSXJ0006970,Canal3,2023-10-09 23:00:00,5472935,4057696,3191141,8207,3642.988443488338,145
ADSXJ0006971,Canal3,2023-10-18 23:00:00,5463565,4152746,3261625,8809,3910.227819330355,251
ADSXJ0006972,Canal5,2023-10-02 04:00:00,629770,296242,226861,756,335.566400533198,20
ADSXJ0006973,Canal5,2023-10-18 00:00:00,718368,496111,387888,1248,553.658693202604,15
ADSXJ0006974,Canal5,2023-10-12 10:00:00,812487,582641,455415,2765,1226.370405451818,81
ADSXJ0006975,Canal5,2023-12-22 10:00:00,2892168,1403218,1075105,5614,2489.913687357093,66
ADSXJ0006976,Canal5,2023-12-23 00:00:00,2278243,1071107,813379,3743,1659.711849667732,116
ADSXJ0006977,Canal3,2023-12-17 21:00:00,14193829,6957485,5511607,14454,6409.533382493992,413
ADSXJ0006978,Canal5,2023-11-13 09:00:00,1036469,656735,505276,2936,1301.864698852103,51
ADSXJ0006979,Canal5,2023-11-02 02:00:00,314715,215510,162432,464,205.9134237058989,5
ADSXJ0006980,Canal3,2023-12-14 20:00:00,10243322,5251898,4148206,11540,5114.863027071088,203
ADSXJ0006981,Canal5,2023-12-06 09:00:00,1112929,708810,549057,3017,1336.749393696232,45
ADSXJ0006982,Canal5,2023-12-02 08:00:00,1586243,1041198,801507,5120,2268.016165942296,91
ADSXJ0006983,Canal5,2023-12-03 01:00:00,1616169,726432,551300,2238,991.3878135896124,74
ADSXJ0006984,Canal5,2023-10-10 02:00:00,843964,408268,309574,1070,473.8541660166289,20
ADSXJ0006985,Canal5,2023-11-08 09:00:00,958702,628043,487241,3048,1349.841128229827,95
ADSXJ0006986,Canal5,2023-10-06 04:00:00,630157,318467,238770,844,373.6194658586113,17
ADSXJ0006987,Canal3,2023-11-18 21:00:00,6786006,4999008,3935416,11366,5033.271872541146,202
ADSXJ0006988,Canal5,2023-11-16 07:00:00,1641293,1029582,769839,4367,1933.706982851358,76
ADSXJ0006989,Canal5,2023-11-26 04:00:00,733605,376951,281600,1005,445.1802940163649,20
ADSXJ0006990,Canal5,2023-11-23 07:00:00,1925824,1130940,856023,4853,2148.285262752999,124
ADSXJ0006991,Canal5,2023-10-08 07:00:00,1907379,1198854,908459,5504,2436.336818078198,62
ADSXJ0006992,Canal5,2023-12-11 13:00:00,1049387,636661,490936,2828,1251.669183933843,80
ADSXJ0006993,Canal5,2023-12-06 00:00:00,2232318,1066179,803940,3436,1520.418367549145,101
ADSXJ0006994,Canal5,2023-10-24 02:00:00,838885,417207,314027,1169,517.3295798187157,18
ADSXJ0006995,Canal5,2023-11-18 05:00:00,654927,331725,247748,1020,451.086489571987,26
ADSXJ0006996,Canal5,2023-11-29 09:00:00,1941556,966355,726898,4270,1888.653414030495,125
ADSXJ0006997,Canal5,2023-10-14 00:00:00,823516,516449,400450,1504,664.9740500785426,21
ADSXJ0006998,Canal5,2023-10-17 07:00:00,1921934,1154631,870864,5172,2287.001455227272,93
ADSXJ0006999,Canal5,2023-11-04 06:00:00,1140612,662382,501049,2782,1229.873844369603,69
ADSXJ0007000,Canal5,2023-12-17 14:00:00,1251672,769892,596857,3259,1440.368102522145,37
ADSXJ0007001,Canal5,2023-12-05 00:00:00,1124621,691206,537077,2046,904.174732635801,36
ADSXJ0007002,Canal5,2023-11-27 10:00:00,1197877,773432,599310,3305,1460.581721974712,59
ADSXJ0007003,Canal5,2023-10-06 05:00:00,700340,352740,264914,1076,475.6845794218817,31
ADSXJ0007004,Canal5,2023-10-02 11:00:00,900116,670558,516546,3347,1479.192265815414,84
ADSXJ0007005,Canal3,2023-11-04 18:00:00,5372853,3940210,3087765,8751,3866.318991420065,220
ADSXJ0007006,Canal5,2023-11-09 04:00:00,670989,261401,194018,916,404.5204544617965,25
ADSXJ0007007,Canal3,2023-12-16 16:00:00,10815807,5168999,4088189,12198,5387.872250841077,380
ADSXJ0007008,Canal5,2023-11-09 10:00:00,1699434,816829,620002,4048,1787.750307624247,56
ADSXJ0007009,Canal5,2023-11-09 14:00:00,1046362,581421,448057,2511,1109.05617843916,78
ADSXJ0007010,Canal3,2023-11-14 19:00:00,7051911,5097846,4012136,11672,5154.224704381974,163
ADSXJ0007011,Canal3,2023-11-30 21:00:00,7210423,4801425,3769292,10854,4791.509577067171,120
ADSXJ0007012,Canal5,2023-12-07 00:00:00,1093660,707672,549432,2351,1037.65963800928,70
ADSXJ0007013,Canal5,2023-10-11 12:00:00,927671,635357,499086,2320,1024.003803366934,44
ADSXJ0007014,Canal3,2023-10-21 18:00:00,6491461,4811588,3772751,11171,4929.830127859083,197
ADSXJ0007015,Canal3,2023-11-26 18:00:00,6721805,4850847,3830029,11736,5178.836348924773,290
ADSXJ0007016,Canal3,2023-11-19 17:00:00,6541846,4704672,3696470,11462,5056.98559168839,199
ADSXJ0007017,Canal5,2023-11-03 03:00:00,231604,147018,112639,261,115.2197077022813,7
ADSXJ0007018,Canal5,2023-11-09 12:00:00,1716250,792163,597670,3993,1761.281898183756,58
ADSXJ0007019,Canal3,2023-12-04 21:00:00,10045581,5995018,4747488,12717,5608.66983698857,361
ADSXJ0007020,Canal5,2023-10-06 09:00:00,1663428,1068068,820702,6096,2688.382116461639,174
ADSXJ0007021,Canal3,2023-10-12 23:00:00,5485903,4105683,3231193,8428,3715.857681158553,120
ADSXJ0007022,Canal5,2023-10-23 05:00:00,814801,338651,255718,1112,490.4123461193619,37
ADSXJ0007023,Canal5,2023-12-22 12:00:00,1530380,945540,729840,4233,1866.095751409292,136
ADSXJ0007024,Canal5,2023-10-25 03:00:00,673262,317622,236896,927,408.4323218858387,31
ADSXJ0007025,Canal3,2023-10-23 23:00:00,5773671,4343356,3400297,8843,3897.396455042129,252
ADSXJ0007026,Canal5,2023-11-29 08:00:00,2085337,1127684,843635,4698,2070.202152127734,135
ADSXJ0007027,Canal3,2023-12-18 21:00:00,11508047,6876302,5449502,14607,6436.660124440863,364
ADSXJ0007028,Canal5,2023-10-17 00:00:00,743045,485308,377557,1267,557.9595544835955,19
ADSXJ0007029,Canal5,2023-10-17 05:00:00,834643,403404,304479,1489,656.1169494252708,20
ADSXJ0007030,Canal5,2023-10-24 03:00:00,644729,305156,227623,876,386.0185953912547,18
ADSXJ0007031,Canal5,2023-11-17 10:00:00,1112519,694566,537676,2811,1237.869675211753,87
ADSXJ0007032,Canal5,2023-12-14 11:00:00,2085224,1051620,799162,4642,2044.456522547625,119
ADSXJ0007033,Canal5,2023-11-22 06:00:00,1181570,622413,470860,2266,997.7917115761068,75
ADSXJ0007034,Canal3,2023-11-16 20:00:00,7349193,5222139,4105980,12170,5357.302771069761,216
ADSXJ0007035,Canal5,2023-10-16 09:00:00,903873,651180,504804,3294,1449.314660656963,36
ADSXJ0007036,Canal5,2023-10-13 07:00:00,1793954,1007681,771791,5332,2345.799782198083,95
ADSXJ0007037,Canal5,2023-12-09 06:00:00,963056,473414,354335,1882,827.8355604794549,57
ADSXJ0007038,Canal5,2023-10-17 10:00:00,910653,625574,485072,2670,1174.41040289735,80
ADSXJ0007039,Canal5,2023-10-10 11:00:00,900862,564817,438119,2570,1130.625485344792,48
ADSXJ0007040,Canal3,2023-12-04 20:00:00,9077754,5378562,4260844,11944,5253.008886540475,342
ADSXJ0007041,Canal5,2023-11-10 05:00:00,717625,353095,263240,1045,459.4503341975172,30
ADSXJ0007042,Canal5,2023-12-09 04:00:00,760720,344401,254176,964,423.8249363573906,17
ADSXJ0007043,Canal3,2023-12-22 23:00:00,7273057,4201136,3316752,9577,4210.118353105974,298
ADSXJ0007044,Canal5,2023-12-23 11:00:00,1658563,1017291,786222,4817,2117.391417966115,87
ADSXJ0007045,Canal3,2023-11-21 20:00:00,8794883,5926480,4678395,12905,5671.462123127412,227
ADSXJ0007046,Canal5,2023-11-30 00:00:00,994916,653004,509247,1759,773.1520230914988,44
ADSXJ0007047,Canal5,2023-10-04 22:00:00,1872862,1590303,1237327,3958,1739.349686706084,113
ADSXJ0007048,Canal3,2023-10-08 21:00:00,8958597,6204724,4890094,12790,5619.711335263042,402
ADSXJ0007049,Canal3,2023-10-07 21:00:00,8484258,6139380,4837523,12537,5508.080615599153,220
ADSXJ0007050,Canal5,2023-11-18 08:00:00,2146152,1167776,873646,5871,2578.523826019949,187
ADSXJ0007051,Canal5,2023-12-10 13:00:00,1181805,724530,560604,3283,1441.848418436061,94
ADSXJ0007052,Canal5,2023-12-06 01:00:00,1514552,678068,511405,2193,963.3047947394746,54
ADSXJ0007053,Canal5,2023-10-09 10:00:00,975454,602556,463259,3017,1325.151753055399,36
ADSXJ0007054,Canal5,2023-10-02 02:00:00,266643,184606,141163,325,142.5365471202485,6
ADSXJ0007055,Canal3,2023-12-23 22:00:00,9771907,5545581,4380669,11556,5075.080276938446,128
ADSXJ0007056,Canal5,2023-11-13 09:00:00,1859245,943107,712315,4236,1859.674149283411,136
ADSXJ0007057,Canal5,2023-11-28 11:00:00,1020522,643154,500331,2864,1257.073833229707,81
ADSXJ0007058,Canal5,2023-12-12 11:00:00,2092022,1045740,792602,4480,1966.298479758819,78
ADSXJ0007059,Canal5,2023-10-23 08:00:00,1354456,926321,709191,5063,2221.45690553161,145
ADSXJ0007060,Canal5,2023-11-30 06:00:00,1283303,670480,506573,2719,1192.951281996423,51
ADSXJ0007061,Canal3,2023-12-02 19:00:00,7661350,4620377,3643757,10047,4407.472608879078,249
ADSXJ0007062,Canal5,2023-11-01 02:00:00,893896,407884,295042,1403,615.1933584231816,28
ADSXJ0007063,Canal5,2023-12-21 19:00:00,1904692,1113846,858794,5401,2367.448991156754,169
ADSXJ0007064,Canal3,2023-10-20 21:00:00,6397985,4804126,3774612,10589,4641.09574760673,331
ADSXJ0007065,Canal5,2023-11-09 05:00:00,746507,306855,229685,1131,495.6595285385529,21
ADSXJ0007066,Canal5,2023-10-08 13:00:00,1100330,678012,520700,3136,1374.338268749333,92
ADSXJ0007067,Canal3,2023-11-07 21:00:00,8558043,4584126,3643631,11008,4823.135292313376,155
ADSXJ0007068,Canal5,2023-10-30 00:00:00,844544,593634,454848,1847,809.007603685497,22
ADSXJ0007069,Canal3,2023-12-16 15:00:00,10491685,5119025,4051817,12307,5389.677563581046,350
ADSXJ0007070,Canal5,2023-10-03 12:00:00,721234,516744,396510,2312,1012.543402771458,73
ADSXJ0007071,Canal5,2023-11-12 04:00:00,250327,150230,116754,290,126.7740076296464,8
ADSXJ0007072,Canal5,2023-10-09 02:00:00,784115,385567,288621,1031,451.014966560206,18
ADSXJ0007073,Canal5,2023-11-23 06:00:00,1231670,685466,516948,2614,1144.009706595037,82
ADSXJ0007074,Canal3,2023-12-18 23:00:00,1560,499,398,1,0.4781531610922538,0
ADSXJ0007075,Canal5,2023-11-04 07:00:00,1153360,784522,603001,3655,1598.425286195789,93
ADSXJ0007076,Canal5,2023-11-20 03:00:00,734230,362586,272483,987,431.2502223861592,24
ADSXJ0007077,Canal3,2023-12-02 20:00:00,8612891,5258245,4150042,11498,5024.959436342909,160
ADSXJ0007078,Canal5,2023-11-06 04:00:00,246593,148231,113119,275,120.3435171776802,8
ADSXJ0007079,Canal5,2023-11-20 07:00:00,1826619,1057574,796281,4169,1821.710808371574,48
ADSXJ0007080,Canal5,2023-12-01 04:00:00,686551,312387,233896,1037,453.1437420406629,32
ADSXJ0007081,Canal5,2023-12-06 02:00:00,1026778,441648,332090,1310,572.1244224356705,42
ADSXJ0007082,Canal3,2023-12-05 21:00:00,13622522,6979667,5512205,13835,6040.910362969712,193
ADSXJ0007083,Canal5,2023-11-17 06:00:00,1127966,636239,478339,2569,1121.721532236684,48
ADSXJ0007084,Canal5,2023-11-21 12:00:00,991471,623665,484797,2715,1185.131219201745,68
ADSXJ0007085,Canal5,2023-11-25 02:00:00,1089143,514530,383156,1759,767.9312823088013,24
ADSXJ0007086,Canal5,2023-11-07 07:00:00,792946,502128,387071,2111,921.401386752705,24
ADSXJ0007087,Canal5,2023-11-14 03:00:00,682774,314357,236376,999,435.8953458952923,12
ADSXJ0007088,Canal5,2023-12-15 12:00:00,1586315,983639,755408,4508,1967.097266083211,54
ADSXJ0007089,Canal5,2023-10-16 01:00:00,415688,258756,199587,623,271.7933772451582,10
ADSXJ0007090,Canal3,2023-11-15 20:00:00,7645551,5630270,4435277,12840,5602.749263383745,144
ADSXJ0007091,Canal3,2023-10-13 22:00:00,6425771,4714897,3709367,10327,4505.699488047472,113
ADSXJ0007092,Canal3,2023-10-19 22:00:00,6697404,4975765,3906622,10743,4686.969049620045,148
ADSXJ0007093,Canal3,2023-10-16 22:00:00,7793326,5616902,4425953,11428,4985.17483634615,203
ADSXJ0007094,Canal5,2023-11-05 04:00:00,274730,155640,120720,326,142.0520777032837,10
ADSXJ0007095,Canal5,2023-11-13 02:00:00,364798,252777,193981,501,218.3041872703982,16
ADSXJ0007096,Canal5,2023-10-17 08:00:00,1981451,1189161,901828,5163,2252.010278674653,149
ADSXJ0007097,Canal5,2023-12-04 08:00:00,2226998,1210784,916424,5460,2380.717579518113,135
ADSXJ0007098,Canal5,2023-11-03 07:00:00,1038205,709359,545305,3871,1687.631906143713,67
ADSXJ0007099,Canal5,2023-11-29 10:00:00,1966798,968003,729072,4114,1793.649491558099,106
ADSXJ0007100,Canal5,2023-11-24 10:00:00,1049714,666156,515954,3025,1318.539871605008,43
ADSXJ0007101,Canal5,2023-12-10 10:00:00,2240067,1211422,913406,4919,2143.697877930585,141
ADSXJ0007102,Canal3,2023-11-01 20:00:00,8337963,5702141,4485746,11838,5159.118673621131,372
ADSXJ0007103,Canal5,2023-12-17 00:00:00,2557560,1377352,1039215,4461,1944.003083316059,127
ADSXJ0007104,Canal5,2023-10-28 07:00:00,1000058,696679,533931,4025,1753.559893212851,116
ADSXJ0007105,Canal3,2023-10-14 21:00:00,8087839,5935984,4658044,12657,5514.25394780744,396
ADSXJ0007106,Canal5,2023-11-01 07:00:00,1065571,711752,537733,4025,1753.348422541297,71
ADSXJ0007107,Canal3,2023-10-01 21:00:00,8992785,6233314,4938440,12598,5487.375999952091,141
ADSXJ0007108,Canal5,2023-11-18 10:00:00,1568110,1052270,802862,4836,2105.886667402243,139
ADSXJ0007109,Canal5,2023-11-13 08:00:00,1959136,1119709,849237,4814,2096.368305664061,151
ADSXJ0007110,Canal5,2023-10-02 12:00:00,936398,762182,590890,3316,1443.829349821533,40
ADSXJ0007111,Canal5,2023-10-13 05:00:00,726089,333735,253430,1074,467.6269365209659,28
ADSXJ0007112,Canal5,2023-12-23 01:00:00,1646937,807060,613319,2579,1122.640049876188,29
ADSXJ0007113,Canal5,2023-10-03 07:00:00,1860187,1293099,977264,5874,2556.475576943369,185
ADSXJ0007114,Canal5,2023-11-09 07:00:00,1610527,822552,620591,4217,1835.416922447596,75
ADSXJ0007115,Canal5,2023-10-11 06:00:00,1321183,780404,601200,2707,1177.988054819108,37
ADSXJ0007116,Canal5,2023-10-05 07:00:00,1891356,1241662,932047,5813,2529.251204827227,67
ADSXJ0007117,Canal5,2023-10-28 03:00:00,816221,361035,266346,1252,544.9276423443598,18
ADSXJ0007118,Canal5,2023-10-26 06:00:00,1306860,732857,549181,3070,1335.576750875265,87
ADSXJ0007119,Canal5,2023-11-24 02:00:00,982036,488935,367811,1551,674.656099814374,21
ADSXJ0007120,Canal5,2023-11-30 02:00:00,950086,449517,339896,1221,531.0611174679701,40
ADSXJ0007121,Canal5,2023-11-21 13:00:00,1001035,609365,473292,2601,1131.468390399026,85
ADSXJ0007122,Canal5,2023-11-07 02:00:00,410814,248671,191966,586,254.8089570724921,20
ADSXJ0007123,Canal5,2023-11-30 07:00:00,1933136,1018477,770620,4455,1937.955554589448,129
ADSXJ0007124,Canal3,2023-12-03 21:00:00,9965403,6075534,4811189,13104,5699.518204329857,375
ADSXJ0007125,Canal3,2023-10-11 23:00:00,5594965,4156030,3266058,8676,3773.143246995367,247
ADSXJ0007126,Canal3,2023-10-05 22:00:00,6940386,5097530,4018166,10931,4753.064865924661,122
ADSXJ0007127,Canal3,2023-11-17 21:00:00,7248049,5258427,4140289,12364,5374.96358235027,385
ADSXJ0007128,Canal5,2023-10-14 07:00:00,1651635,883406,675275,4854,2109.826688850409,122
ADSXJ0007129,Canal5,2023-10-18 05:00:00,829939,386115,291428,1405,610.69616439487,44
ADSXJ0007130,Canal5,2023-12-08 02:00:00,1213816,531486,394408,1673,726.9108451134485,53
ADSXJ0007131,Canal3,2023-10-24 23:00:00,5721030,4463546,3511525,8978,3900.003007788063,125
ADSXJ0007132,Canal5,2023-10-24 00:00:00,1845668,1107077,831405,3950,1715.773609134346,72
ADSXJ0007133,Canal5,2023-10-29 03:00:00,682254,311330,227453,996,432.3246135606046,21
ADSXJ0007134,Canal5,2023-11-30 01:00:00,1404280,647669,488217,2092,908.2910466642574,37
ADSXJ0007135,Canal3,2023-11-25 18:00:00,6028197,4334938,3406366,10319,4481.054760601014,145
ADSXJ0007136,Canal5,2023-10-24 08:00:00,1315473,909771,692736,5153,2237.426137532073,162
ADSXJ0007137,Canal5,2023-10-21 01:00:00,520799,341458,265248,987,428.4721135484166,35
ADSXJ0007138,Canal5,2023-12-19 10:00:00,2193518,1332253,1021514,5320,2309.395049034283,58
ADSXJ0007139,Canal5,2023-11-14 07:00:00,1735629,937156,707292,4338,1883.335817435817,63
ADSXJ0007140,Canal5,2023-10-20 09:00:00,1613813,1073473,835458,6144,2666.82740910462,107
ADSXJ0007141,Canal5,2023-10-22 04:00:00,656220,272685,205839,906,393.196556741717,28
ADSXJ0007142,Canal5,2023-10-10 03:00:00,679581,321118,243031,792,343.7136460498533,9
ADSXJ0007143,Canal3,2023-10-25 21:00:00,8096183,6026411,4742151,13080,5674.334812327151,182
ADSXJ0007144,Canal5,2023-12-03 09:00:00,2260501,1245750,945060,4735,2053.922034476001,85
ADSXJ0007145,Canal5,2023-10-06 07:00:00,1798720,1063829,800325,5583,2421.714506788873,78
ADSXJ0007146,Canal3,2023-12-12 20:00:00,10214594,5880831,4648448,13112,5687.204181046875,231
ADSXJ0007147,Canal5,2023-12-13 17:00:00,1915556,1153002,889261,4642,2013.20557225926,145
ADSXJ0007148,Canal5,2023-11-16 05:00:00,703606,357179,266066,1132,490.8281347676769,19
ADSXJ0007149,Canal5,2023-10-11 03:00:00,622113,291666,219974,738,319.7369657192208,12
ADSXJ0007150,Canal5,2023-11-09 13:00:00,981726,539459,414756,2343,1015.309962491868,42
ADSXJ0007151,Canal5,2023-11-19 05:00:00,662386,317413,234879,886,384.0010120620257,16
ADSXJ0007152,Canal5,2023-12-05 00:00:00,2199778,1065979,805121,3509,1520.093025465471,88
ADSXJ0007153,Canal5,2023-11-26 07:00:00,1520979,830992,627676,3851,1668.173731058188,45
ADSXJ0007154,Canal5,2023-11-07 15:00:00,2204086,1239547,924776,5584,2418.382675978532,80
ADSXJ0007155,Canal5,2023-10-19 01:00:00,406097,274936,213825,674,291.898426780837,23
ADSXJ0007156,Canal5,2023-11-09 09:00:00,936918,564814,436867,2729,1181.273322132005,49
ADSXJ0007157,Canal5,2023-11-30 00:00:00,2206681,1076166,817462,3683,1594.219032757195,67
ADSXJ0007158,Canal5,2023-11-06 06:00:00,339720,199877,153411,537,232.2522162193113,18
ADSXJ0007159,Canal3,2023-10-03 22:00:00,7437887,5628951,4446710,11295,4888.811758344587,155
ADSXJ0007160,Canal5,2023-12-08 01:00:00,1741335,780493,579674,2576,1114.709143517996,47
ADSXJ0007161,Canal3,2023-10-21 19:00:00,7264442,5259354,4125954,12266,5307.092571270125,304
ADSXJ0007162,Canal5,2023-10-12 05:00:00,811134,380248,288800,1340,579.643947904233,16
ADSXJ0007163,Canal5,2023-10-25 01:00:00,442497,310387,238993,791,342.2584669159644,18
ADSXJ0007164,Canal3,2023-12-23 23:00:00,7634219,4349603,3431271,8910,3853.415794263091,125
ADSXJ0007165,Canal5,2023-10-10 09:00:00,1042535,658748,512210,3088,1335.658565987367,35
ADSXJ0007166,Canal3,2023-12-07 21:00:00,10900338,5428326,4286697,11418,4938.017011182463,328
ADSXJ0007167,Canal5,2023-11-14 09:00:00,1158073,699852,540066,2917,1261.340254397422,51
ADSXJ0007168,Canal3,2023-11-05 19:00:00,5824266,4187609,3292608,9071,3921.538002373055,260
ADSXJ0007169,Canal5,2023-10-02 15:00:00,1125777,1001515,778125,3876,1675.605717055607,114
ADSXJ0007170,Canal5,2023-12-11 11:00:00,2113109,1056797,803711,4240,1832.744034834324,47
ADSXJ0007171,Canal3,2023-10-09 22:00:00,7882888,5672696,4468546,11614,5018.73721469704,361
ADSXJ0007172,Canal3,2023-10-08 22:00:00,8183393,5764531,4542523,11334,4895.990291609902,281
ADSXJ0007173,Canal3,2023-10-01 22:00:00,7935429,5595990,4432225,10952,4728.969871660901,121
ADSXJ0007174,Canal5,2023-11-23 12:00:00,981606,648477,501674,2857,1233.300605993703,40
ADSXJ0007175,Canal5,2023-12-03 10:00:00,1255227,778275,597937,3514,1517.172526767989,41
ADSXJ0007176,Canal5,2023-11-27 08:00:00,2197214,1261583,948401,5357,2312.356551573482,93
ADSXJ0007177,Canal5,2023-11-26 05:00:00,670996,338434,251835,1011,436.3034678400654,31
ADSXJ0007178,Canal5,2023-11-24 01:00:00,1400759,695290,523390,2648,1142.839999343046,49
ADSXJ0007179,Canal5,2023-10-02 05:00:00,831830,391362,298044,1218,525.8622310483685,35
ADSXJ0007180,Canal5,2023-11-12 02:00:00,447475,275950,213635,744,321.0964195600826,10
ADSXJ0007181,Canal5,2023-10-16 07:00:00,1956984,1227322,925842,5642,2434.369305817906,139
ADSXJ0007182,Canal3,2023-12-01 20:00:00,7351468,4591445,3617492,10059,4339.995973178025,113
ADSXJ0007183,Canal5,2023-11-26 06:00:00,885185,472804,356382,1861,802.9143818695335,60
ADSXJ0007184,Canal5,2023-10-21 08:00:00,1544007,1038191,796625,6316,2724.674292358428,201
ADSXJ0007185,Canal5,2023-11-12 05:00:00,623840,286572,214506,895,386.0390399801623,14
ADSXJ0007186,Canal5,2023-11-23 01:00:00,1384363,656255,492425,2325,1003.026379099557,42
ADSXJ0007187,Canal5,2023-10-08 06:00:00,1288571,689282,521269,2770,1194.461634435866,71
ADSXJ0007188,Canal5,2023-11-08 10:00:00,999599,644496,500043,3051,1315.402461713486,97
ADSXJ0007189,Canal5,2023-10-07 06:00:00,933543,489945,370089,2354,1014.751492212506,29
ADSXJ0007190,Canal5,2023-11-20 11:00:00,1089765,673511,517704,3223,1389.250533993803,92
ADSXJ0007191,Canal5,2023-10-05 13:00:00,885801,554315,422700,2671,1151.231859191138,46
ADSXJ0007192,Canal5,2023-10-28 04:00:00,690868,311291,229914,976,420.5486158471534,34
ADSXJ0007193,Canal5,2023-11-12 07:00:00,1299296,701525,529718,3722,1603.815477968551,108
ADSXJ0007194,Canal5,2023-12-19 15:00:00,2383900,1625007,1244438,5938,2558.587391348349,83
ADSXJ0007195,Canal5,2023-10-29 06:00:00,607941,402933,306199,1956,842.779469014825,50
ADSXJ0007196,Canal3,2023-11-26 17:00:00,6726618,4855405,3834439,12033,5182.40456228193,210
ADSXJ0007197,Canal5,2023-12-23 10:00:00,3008726,1556204,1191173,6349,2734.338617211165,73
ADSXJ0007198,Canal5,2023-11-25 09:00:00,1604663,1081296,826364,5363,2309.697471849906,63
ADSXJ0007199,Canal5,2023-11-30 08:00:00,2132234,1148787,869480,4859,2091.433791103566,85
ADSXJ0007200,Canal3,2023-11-19 19:00:00,6699208,4827633,3796915,11290,4859.758877869145,126
ADSXJ0007201,Canal3,2023-11-26 16:00:00,6571099,4714527,3711741,11821,5086.80852622148,130
ADSXJ0007202,Canal5,2023-10-03 01:00:00,1137535,659179,500149,2091,899.5721317307292,39
ADSXJ0007203,Canal5,2023-11-01 07:00:00,1826363,908015,675911,4798,2063.683590011854,139
ADSXJ0007204,Canal5,2023-11-14 01:00:00,566544,368477,285786,928,399.0054318180914,17
ADSXJ0007205,Canal5,2023-12-16 12:00:00,1866611,1135903,874227,5042,2168.252697957955,159
ADSXJ0007206,Canal5,2023-12-05 11:00:00,2059805,1027633,782513,4070,1749.582096215489,127
ADSXJ0007207,Canal5,2023-11-20 00:00:00,1099579,683968,530743,1862,800.5419170069481,55
ADSXJ0007208,Canal5,2023-11-22 09:00:00,1934056,981550,741433,4228,1817.517756851234,124
ADSXJ0007209,Canal5,2023-11-08 09:00:00,1747149,822859,617945,4170,1792.613768661032,59
